"endTime,artistName,trackName,msPlayed"
"2023-03-08 16:26,Mitch James,Sunday Morning,203178"
"2023-03-08 16:28,Rebecca Brunner,Round Hole,132504"
"2023-03-08 16:31,Nikita Karmen,Then Some (feat. Walker Hayes),183208"
"2023-03-08 16:33,Braden Bales,CHRONICALLY CAUTIOUS,119331"
"2023-03-08 16:36,Said The Sky,Emotion Sickness,202494"
"2023-03-08 16:40,Little Giants,Sunday Morning,207819"
"2023-03-08 16:46,Groovie Gang,Meet Me At Our Spot,162667"
"2023-03-08 16:49,Little Big Town,All Summer,171588"
"2023-03-08 16:52,Clinton Kane,AVO TOAST,161262"
"2023-03-08 16:56,Martin Deejay,Man! I Feel Like a Woman (Extended Mix),246815"
"2023-03-08 16:59,Devan,Almost,176135"
"2023-03-08 17:00,Illy,Like You,66978"
"2023-03-08 17:04,Luke Combs,Blue Collar Boys,219920"
"2023-03-08 17:16,The Killers,Mr. Brightside,181322"
"2023-03-08 17:35,RADWIMPS,Dream lantern,8896"
"2023-03-08 17:37,RADWIMPS,Dream lantern,123616"
"2023-03-08 17:41,Takashi Kako,散り椿〜オープニングテーマ,247824"
"2023-03-08 17:44,Moisés Nieto,""Friend A (From """"Your Lie in April"""")"",147980"
"2023-03-08 17:50,Hiroyuki Sawano,You See Big Girl / T:T,359127"
"2023-03-08 17:53,V.K,守界使者,180141"
"2023-03-08 17:59,Yuki Hayashi,Might*U,388974"
"2023-03-08 18:02,Toshihiko Sahashi,Love & Hate,176899"
"2023-03-08 18:05,Jeremy Ng,""Otouto Mitai na Sonzai (From """"Your Lie In April"""")"",165269"
"2023-03-08 18:10,Ryuichi Sakamoto,Merry Christmas Mr. Lawrence,286467"
"2023-03-08 18:14,Aimer,ninelie,261774"
"2023-03-08 18:19,Kensuke Ushio,lit(var),134806"
"2023-03-08 18:22,Cö Shu Nie,asphyxia,174708"
"2023-03-08 18:26,Mika Nakashima,KISS OF DEATH(Produced by HYDE),249824"
"2023-03-08 18:30,Yoshiki,Red Swan,263535"
"2023-03-08 18:39,RADWIMPS,Sparkle - movie ver.,537654"
"2023-03-08 18:45,RADWIMPS,Nandemonaiya - movie ver.,343834"
"2023-03-08 18:46,RADWIMPS,Dream lantern,76445"
"2023-03-08 18:46,RADWIMPS,Dream lantern,99920"
"2023-03-08 18:49,Quinn XCII,Let Me Down (with Chelsea Cutler),149728"
"2023-03-08 18:52,Thomas Rhett,Die A Happy Man,227418"
"2023-03-08 18:56,Post Malone,I Like You (A Happier Song) (with Doja Cat),192625"
"2023-03-08 19:07,Morgan Wallen,Sunrise,165823"
"2023-03-08 20:28,Post Malone,I Like You (A Happier Song) (with Doja Cat),2716"
"2023-03-08 20:28,Luke Combs,Blue Collar Boys,2507"
"2023-03-08 20:28,Forest Blakk,Fall Into Me,7360"
"2023-03-08 20:28,Luke Combs,Forever After All,8661"
"2023-03-08 20:31,Morgan Wallen,Man Made A Bar (feat. Eric Church),191231"
"2023-03-08 20:35,Thomas Rhett,Die A Happy Man,1996"
"2023-03-08 20:35,Joji,Glimpse of Us,4713"
"2023-03-08 20:35,Morgan Wallen,Born With A Beer In My Hand,3204"
"2023-03-08 20:35,Jordan Davis,Next Thing You Know,1787"
"2023-03-08 20:35,The Killers,Mr. Brightside,8426"
"2023-03-08 20:35,The Head And The Heart,Honeybee,196055"
"2023-03-08 20:38,Cheat Codes,Bets On Us,180959"
"2023-03-08 20:39,Chelsea Cutler,Calling All Angels (with Quinn XCII),3599"
"2023-03-08 20:39,Bloom & Bridge,Know U Better,47349"
"2023-03-08 20:39,Chris Stapleton,You Should Probably Leave,3320"
"2023-03-08 20:39,Green Day,Basket Case,1787"
"2023-03-08 20:41,Morgan Wallen,Wine Into Water,129381"
"2023-03-09 00:15,Luke Combs,Refrigerator Door,204240"
"2023-03-09 00:18,Bazzi,Paradise,169038"
"2023-03-09 00:21,Jake Scott,Like This,193461"
"2023-03-09 00:25,Quinn XCII,Stay Next To Me (with Chelsea Cutler),206045"
"2023-03-09 00:28,Morgan Wallen,Sunrise,182522"
"2023-03-09 00:31,Luke Combs,Cold As You,186106"
"2023-03-09 00:35,Luke Combs,Every Little Bit Helps,247826"
"2023-03-09 00:38,Luke Combs,Beer Never Broke My Heart,186733"
"2023-03-09 00:39,Quinn XCII,Let Me Down (with Chelsea Cutler),67732"
"2023-03-09 00:39,Cheat Codes,I Remember,441"
"2023-03-09 00:42,Cheat Codes,I Remember,168117"
"2023-03-09 00:45,Morgan Wallen,You Proof,157477"
"2023-03-09 00:46,Miranda Lambert,If I Was a Cowboy,74227"
"2023-03-09 00:46,HARDY,JACK,28189"
"2023-03-09 00:49,Megan Moroney,I'm Not Pretty,181066"
"2023-03-09 00:54,Noah Kahan,All My Love,251510"
"2023-03-09 00:56,Georgia Webster,X's,154606"
"2023-03-09 00:59,Mae Stephens,If We Ever Broke Up,142758"
"2023-03-09 01:02,We Three,""hold me, baby"",199626"
"2023-03-09 01:05,Patrick Droney,When The Lights Go Out,198693"
"2023-03-09 01:09,Jordy Searcy,Love & War in Your Twenties,250547"
"2023-03-09 01:12,Rookie,I Freaking Love You,175534"
"2023-03-09 01:16,Tyler Hubbard,5 Foot 9,189780"
"2023-03-09 01:18,Cole Swindell,She Had Me At Heads Carolina,146030"
"2023-03-09 04:50,The Bill Simmons Podcast,""The Scary Suns and Mobley’s Rise With Rob Mahoney, and the Incredible Season 1 Finale of 'Succession' With Derek Thompson and Joanna Robinson"",2298"
"2023-03-09 05:18,The Bill Simmons Podcast,""The Scary Suns and Mobley’s Rise With Rob Mahoney, and the Incredible Season 1 Finale of 'Succession' With Derek Thompson and Joanna Robinson"",1677011"
"2023-03-09 05:32,The Bill Simmons Podcast,""The Scary Suns and Mobley’s Rise With Rob Mahoney, and the Incredible Season 1 Finale of 'Succession' With Derek Thompson and Joanna Robinson"",739002"
"2023-03-09 17:16,Forever The Sickest Kids,Whoa Oh! (Me vs Everyone),2474"
"2023-03-09 17:16,Nine Days,Absolutely (Story of a Girl) - Radio Mix,8149"
"2023-03-09 17:19,Nine Days,Absolutely (Story of a Girl) - Radio Mix,182158"
"2023-03-09 17:22,Jimmy Eat World,The Middle,165900"
"2023-03-09 17:26,Shinedown,Second Chance,221881"
"2023-03-09 17:29,The All-American Rejects,Dirty Little Secret,193654"
"2023-03-09 17:32,Fall Out Boy,""Dance, Dance"",180002"
"2023-03-09 17:35,Fountains Of Wayne,Stacy's Mom,197801"
"2023-03-09 17:40,Green Day,Boulevard of Broken Dreams,262357"
"2023-03-09 17:43,Panic! At The Disco,Nine in the Afternoon - Single Mix,191584"
"2023-03-09 17:47,BOYS LIKE GIRLS,Hero / Heroine - Tom Lord-Alge Mix,232055"
"2023-03-09 17:50,Good Charlotte,The Anthem,174908"
"2023-03-09 17:53,Yellowcard,Ocean Avenue,198081"
"2023-03-09 17:57,Fall Out Boy,""Sugar, We're Goin Down"",228908"
"2023-03-09 17:59,Green Day,Good Riddance (Time of Your Life),153281"
"2023-03-09 18:03,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),243647"
"2023-03-09 18:07,Panic! At The Disco,I Write Sins Not Tragedies,186635"
"2023-03-09 18:11,Relient K,Be My Escape,240002"
"2023-03-09 18:12,Matchbox Twenty,How Far We've Come,72951"
"2023-03-09 18:16,The All-American Rejects,Move Along,238880"
"2023-03-09 18:19,Green Day,American Idiot,176161"
"2023-03-09 18:23,The All-American Rejects,It Ends Tonight,244827"
"2023-03-09 18:27,BOYS LIKE GIRLS,Five Minutes to Midnight,227175"
"2023-03-09 18:29,The Red Jumpsuit Apparatus,Face Down,133008"
"2023-03-09 18:29,My Chemical Romance,Welcome to the Black Parade,285"
"2023-03-09 18:29,Paramore,Misery Business,0"
"2023-03-09 18:29,Avril Lavigne,Complicated,186"
"2023-03-09 18:32,Green Day,When I Come Around,178000"
"2023-03-09 18:36,Nickelback,How You Remind Me,223654"
"2023-03-09 18:39,The Killers,Mr. Brightside,222974"
"2023-03-09 18:44,U2,Beautiful Day,246214"
"2023-03-09 18:47,BOYS LIKE GIRLS,The Great Escape,206445"
"2023-03-09 19:01,Green Day,Holiday / Boulevard of Broken Dreams,254476"
"2023-03-10 00:18,The Ringer NBA Show,Western Conference 'Survivor' | Group Chat ,41052"
"2023-03-10 00:47,The Ringer NBA Show,Western Conference 'Survivor' | Group Chat ,1031012"
"2023-03-10 06:18,The Ringer NBA Show,Western Conference 'Survivor' | Group Chat ,1322190"
"2023-03-10 12:19,The Ringer NBA Show,Western Conference 'Survivor' | Group Chat ,2532328"
"2023-03-10 12:20,The Ringer NBA Show,""The Impact of Recent Injuries to NBA Stars, Fred VanVleet’s Postgame Ref Comments, and the Draymond Green–Dillon Brooks Beef | Real Ones"",40495"
"2023-03-10 13:36,The Ringer NBA Show,""The Impact of Recent Injuries to NBA Stars, Fred VanVleet’s Postgame Ref Comments, and the Draymond Green–Dillon Brooks Beef | Real Ones"",1056182"
"2023-03-10 15:06,The Bill Simmons Podcast,""Lamar’s Next Move, the Rodgers Sweepstakes, and an Oscars Preview With Sheil Kapadia, John Jastremski, and Sean Fennessey"",717336"
"2023-03-10 15:09,Online Business Edge,""81. Automating Your Business (ft. Sally Sparks-Cousins, Creator of Sparkle Class Academy)"",138069"
"2023-03-10 15:18,Straight Talk with Sally,Quick Tip on Improving Your Podcast Workflow,473143"
"2023-03-10 15:19,The Mismatch,""Warriors Road Struggles, Injuries Around the League, and """"Prove It"""" Time for Jokic"",6270"
"2023-03-10 15:21,Straight Talk with Sally,Quick Tip on Repurposing Content,114325"
"2023-03-10 23:43,Straight Talk with Sally,Quick Tip on Repurposing Content,24450"
"2023-03-11 00:25,Online Business Edge,""81. Automating Your Business (ft. Sally Sparks-Cousins, Creator of Sparkle Class Academy)"",2086433"
"2023-03-11 05:01,The Mismatch,""Warriors Road Struggles, Injuries Around the League, and """"Prove It"""" Time for Jokic"",34402"
"2023-03-11 05:31,The Mismatch,""Warriors Road Struggles, Injuries Around the League, and """"Prove It"""" Time for Jokic"",1662618"
"2023-03-12 07:22,Brian Windhorst & The Hoop Collective,""KD & Luka Injury, Making A Rivalry"",3722097"
"2023-03-12 13:42,""All-In with Chamath, Jason, Sacks & Friedberg"",""E119: Silicon Valley Bank implodes: startup extinction event, contagion risk, culpability, and more"",3211551"
"2023-03-12 19:58,The Ringer NBA Show,Instant Reactions to Bucks-Warriors,40495"
"2023-03-12 20:21,The Ringer NBA Show,Instant Reactions to Bucks-Warriors,1031435"
"2023-03-12 20:34,""All-In with Chamath, Jason, Sacks & Friedberg"",""E119: Silicon Valley Bank implodes: startup extinction event, contagion risk, culpability, and more"",769077"
"2023-03-12 20:34,""Follow Him: A Come, Follow Me Podcast"",""What does """"The sabbath was made for man"""" mean? • follow HIM Favorites • Mar. 13 - Mar. 19"",3306"
"2023-03-12 20:38,""Follow Him: A Come, Follow Me Podcast"",Matthew 11-12; Luke 11 Part 1 • Dr. John Hilton III • Mar. 13 - Mar. 19,3815"
"2023-03-12 20:38,""Follow Him: A Come, Follow Me Podcast"",What is it like to be an Apostle of the Lord? • follow HIM Favorites • Mar. 6 - Mar 12,177124"
"2023-03-13 05:06,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",1729627"
"2023-03-13 16:12,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",684160"
"2023-03-13 16:13,Russell Dickerson,She Likes It (feat. Jake Scott),6549"
"2023-03-13 16:13,Kelsea Ballerini,THE LITTLE THINGS,9834"
"2023-03-13 16:13,Jake Scott,Texas Girl,2176"
"2023-03-13 16:15,Russell Dickerson,She Likes It (feat. Jake Scott),157611"
"2023-03-13 16:18,Jake Scott,Like No One Does,158470"
"2023-03-13 16:21,Jake Scott,Like This,193438"
"2023-03-13 16:24,Jake Scott,Good Day,173798"
"2023-03-13 16:34,Jake Scott,Favorite T-Shirt,67200"
"2023-03-14 04:12,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",1437557"
"2023-03-14 04:38,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",1463560"
"2023-03-14 11:06,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",1354017"
"2023-03-14 11:43,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",2066006"
"2023-03-14 11:44,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",100"
"2023-03-14 12:27,""All-In with Chamath, Jason, Sacks & Friedberg"",""E119: Silicon Valley Bank implodes: startup extinction event, contagion risk, culpability, and more"",109746"
"2023-03-14 12:27,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",10216"
"2023-03-14 12:32,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",277920"
"2023-03-14 14:06,Martin Deejay,Man! I Feel Like a Woman (Extended Mix),2005"
"2023-03-14 14:06,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",578890"
"2023-03-14 14:09,Lizzo,2 Be Loved (Am I Ready),187107"
"2023-03-14 14:16,Lizzo,Soulmate,106557"
"2023-03-14 14:39,The Bill Simmons Podcast,""Sacramento’s Sleeper Potential, More MVP Arguments, and a Bizarre All-NBA Situation With Ryen Russillo"",1373568"
"2023-03-15 04:45,Brian Windhorst & The Hoop Collective,""It’s Good To Be A King, The Wide Open West"",1716256"
"2023-03-15 14:06,Fearless Motivation,Never Give Up (I Am a Champion),98133"
"2023-03-15 14:11,Fearless Motivation,Time to Chase Greatness,223637"
"2023-03-15 14:12,Fearless Motivation,Uncommon,32960"
"2023-03-15 14:15,Kanye West,Stronger,135594"
"2023-03-15 14:32,The Bill Simmons Podcast,""The NBA Center Revolution, March Madness Picks, and the WWE’s Gambling Idea With Kevin O’Connor, Tate Frazier, and Brian Gewirtz"",999978"
"2023-03-15 18:25,The Bill Simmons Podcast,""The NBA Center Revolution, March Madness Picks, and the WWE’s Gambling Idea With Kevin O’Connor, Tate Frazier, and Brian Gewirtz"",1133913"
"2023-03-15 18:35,The Bill Simmons Podcast,""The NBA Center Revolution, March Madness Picks, and the WWE’s Gambling Idea With Kevin O’Connor, Tate Frazier, and Brian Gewirtz"",544457"
"2023-03-16 04:28,The Bill Simmons Podcast,""The NBA Center Revolution, March Madness Picks, and the WWE’s Gambling Idea With Kevin O’Connor, Tate Frazier, and Brian Gewirtz"",570666"
"2023-03-16 13:58,Etthehiphoppreacher,Out-Rep You,2026"
"2023-03-16 13:59,Fearless Motivation,Proud of You (Motivational Speech),98110"
"2023-03-16 14:00,Etthehiphoppreacher,Out-Rep You,43410"
"2023-03-16 14:02,Seven-In-Music,Epic Sport Rock,120673"
"2023-03-16 14:04,Leveller Beats,Anarchy,4693"
"2023-03-16 14:04,Eminem,Till I Collapse,127686"
"2023-03-16 14:05,United States Marine Corps,Fight Tonight,25941"
"2023-03-16 14:08,Fearless Motivation,Be Bold (Motivational Speech),182856"
"2023-03-16 14:15,Fearless Motivation,Be Bold (Motivational Speech),234"
"2023-03-16 14:15,Fearless Motivation,You Can Change (Motivational Speech),148749"
"2023-03-16 14:16,Fearless Motivation,Be Bold (Motivational Speech),10474"
"2023-03-16 14:17,The Mismatch,""The Collapsing Celtics, Bucks Beam The Kings, and the Helter-Skelter Warriors With Rob Mahoney"",83626"
"2023-03-17 03:52,GAYLE,abcdefu,8490"
"2023-03-17 03:53,GAYLE,abc (nicer),5184"
"2023-03-17 03:53,GAYLE,abcdefu (angrier),12629"
"2023-03-17 03:53,GAYLE,everybody hates me,4949"
"2023-03-17 03:53,beabadoobee,Glue Song,618"
"2023-03-17 03:53,Powfu,death bed (coffee for your head),13802"
"2023-03-17 03:54,beabadoobee,Tired,896"
"2023-03-17 03:54,beabadoobee,the perfect pair,1962"
"2023-03-17 03:54,beabadoobee,the perfect pair,5717"
"2023-03-17 04:12,Taylor Swift,cardigan,45013"
"2023-03-17 04:12,beabadoobee,Glue Song,4544"
"2023-03-17 04:13,Taylor Swift,the 1,22997"
"2023-03-17 04:13,Taylor Swift,The Story Of Us,15402"
"2023-03-17 04:14,Taylor Swift,Gorgeous,40960"
"2023-03-17 04:14,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),32298"
"2023-03-17 04:15,Taylor Swift,Cruel Summer,21845"
"2023-03-17 04:16,Taylor Swift,invisible string,30762"
"2023-03-17 04:19,Taylor Swift,Speak Now,46229"
"2023-03-17 04:25,Taylor Swift,Midnight Rain,7658"
"2023-03-17 04:26,Taylor Swift,Forever & Always (Piano Version) (Taylor’s Version),81834"
"2023-03-17 05:13,The Mismatch,""The Collapsing Celtics, Bucks Beam The Kings, and the Helter-Skelter Warriors With Rob Mahoney"",1806257"
"2023-03-17 12:31,The Mismatch,""The Collapsing Celtics, Bucks Beam The Kings, and the Helter-Skelter Warriors With Rob Mahoney"",420768"
"2023-03-17 14:47,The Mismatch,""The Collapsing Celtics, Bucks Beam The Kings, and the Helter-Skelter Warriors With Rob Mahoney"",938"
"2023-03-17 14:51,My First Million,""Boys React:  GPT-4, Billion $ Mint Mobile Sale, Original iPhone Sale, Bay Area Storms"",237696"
"2023-03-17 14:53,The Joe Rogan Experience,#1956 - Luke Combs,148825"
"2023-03-17 19:59,Taylor Swift,You're Not Sorry,3029"
"2023-03-17 20:06,Taylor Swift,Fearless,14208"
"2023-03-17 20:16,Taylor Swift,Fearless,43709"
"2023-03-17 20:18,Taylor Swift,Fearless,10773"
"2023-03-17 20:21,Taylor Swift,Fearless,174673"
"2023-03-17 20:27,Taylor Swift,Fifteen,294334"
"2023-03-17 20:31,Taylor Swift,Love Story,235081"
"2023-03-17 20:35,Taylor Swift,Hey Stephen,254064"
"2023-03-17 20:39,Taylor Swift,White Horse,234427"
"2023-03-17 20:43,Taylor Swift,You Belong With Me,231134"
"2023-03-17 20:48,Taylor Swift,Breathe,263788"
"2023-03-17 20:51,Taylor Swift,Tell Me Why,199831"
"2023-03-17 20:55,Taylor Swift,You're Not Sorry,261601"
"2023-03-17 20:59,Taylor Swift,The Way I Loved You,244041"
"2023-03-17 21:03,Taylor Swift,Forever & Always,225134"
"2023-03-17 21:07,Taylor Swift,The Best Day,245112"
"2023-03-17 21:12,Taylor Swift,Change,280010"
"2023-03-17 21:15,Maroon 5,Never Gonna Leave This Bed,196514"
"2023-03-17 21:19,Taylor Swift,Mine,229831"
"2023-03-17 21:23,The All-American Rejects,Gives You Hell,212921"
"2023-03-17 21:26,Jason Derulo,It Girl,192224"
"2023-03-17 21:30,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,249926"
"2023-03-17 21:32,Eric Church,Hell On The Heart,119725"
"2023-03-17 21:36,Taylor Swift,Mine,230017"
"2023-03-17 21:42,Taylor Swift,Sparks Fly,16716"
"2023-03-17 21:46,Taylor Swift,Sparks Fly,244217"
"2023-03-17 21:51,Taylor Swift,Back To December,293026"
"2023-03-17 21:55,Taylor Swift,Speak Now,240760"
"2023-03-17 22:02,Taylor Swift,Dear John,403920"
"2023-03-17 22:06,Taylor Swift,Mean,237733"
"2023-03-17 22:07,Taylor Swift,The Story Of Us,61515"
"2023-03-18 00:20,Data Career Podcast,50: FREE 5-Step SQL Course & Project ,316938"
"2023-03-18 05:59,The Mismatch,""Tournament NBA Potentials, Embiid Pushing for MVP, and the Feel-Good Kings Clinch a Winning Season"",907482"
"2023-03-18 16:18,The Mismatch,""Tournament NBA Potentials, Embiid Pushing for MVP, and the Feel-Good Kings Clinch a Winning Season"",42538"
"2023-03-18 16:19,Taylor Swift,Paper Rings,57492"
"2023-03-18 16:29,Taylor Swift,Cornelia Street,129660"
"2023-03-18 16:33,Taylor Swift,Miss Americana & The Heartbreak Prince,234146"
"2023-03-18 16:36,Taylor Swift,Cruel Summer,178426"
"2023-03-18 16:39,Taylor Swift,The Man,190360"
"2023-03-18 17:18,Taylor Swift,You Need To Calm Down,171360"
"2023-03-18 17:22,Taylor Swift,Lover,221306"
"2023-03-18 17:25,Taylor Swift,The Archer,211240"
"2023-03-18 17:29,Taylor Swift,You Belong With Me (Taylor’s Version),231124"
"2023-03-18 17:38,Taylor Swift,Fearless (Taylor’s Version),12313"
"2023-03-18 17:42,Taylor Swift,Love Story (Taylor’s Version),235766"
"2023-03-18 17:44,Taylor Swift,‘tis the damn season,115887"
"2023-03-18 17:48,Taylor Swift,willow,214706"
"2023-03-18 17:51,Taylor Swift,marjorie,192140"
"2023-03-18 17:55,Taylor Swift,champagne problems,244000"
"2023-03-18 17:56,Taylor Swift,tolerate it,68574"
"2023-03-18 17:56,Taylor Swift,...Ready For It?,16161"
"2023-03-18 17:57,Taylor Swift,Delicate,50573"
"2023-03-18 18:16,Unknown Artist,Unknown Track,0"
"2023-03-19 03:42,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",8544"
"2023-03-19 04:17,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",1862946"
"2023-03-19 11:13,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",2334482"
"2023-03-19 11:33,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",1080743"
"2023-03-19 13:00,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",1191227"
"2023-03-19 13:00,The Ringer NBA Show,""The Rise in NBA Scoring, the Milwaukee Bucks, and Potential MVPs With Seth Partnow"",37430"
"2023-03-19 22:37,Straight Talk with Sally,Quick Tips for Better Live Broadcasts,304490"
"2023-03-19 22:41,Grow The Show: Grow & Monetize Your Podcast,103: The Three Ingredients You NEED to Grow Your Podcast Audience,185597"
"2023-03-20 02:21,Grow The Show: Grow & Monetize Your Podcast,103: The Three Ingredients You NEED to Grow Your Podcast Audience,190101"
"2023-03-20 02:28,LDS Guided Meditation & Mindful Reading: Companion to LDS Come Follow Me Studies,""S4, E11; March 13–19; Matthew 11–12; Luke 11; “I Will Give You Rest”"",170090"
"2023-03-20 02:51,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",905127"
"2023-03-20 03:12,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",1060054"
"2023-03-20 03:22,The Bill Simmons Podcast,""Curry vs. Rodgers, Plus Drafting the Worst NBA Contracts With Joe House and Wosny Lambre"",634634"
"2023-03-20 12:24,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",14570"
"2023-03-20 12:49,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",318304"
"2023-03-20 14:26,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",1073237"
"2023-03-20 15:20,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",406836"
"2023-03-20 15:24,Fearless Motivation,Face What Scares You (Motivational Speech),217216"
"2023-03-20 15:24,Fearless Motivation,Face What Scares You (Motivational Speech),1194"
"2023-03-20 22:03,Fearless Motivation,The Painful Truth (Motivational Speech),3459"
"2023-03-20 22:16,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",815347"
"2023-03-20 22:19,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",59594"
"2023-03-21 04:43,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",507780"
"2023-03-21 14:16,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",1262494"
"2023-03-21 16:52,Taylor Swift,Lavender Haze,2197"
"2023-03-21 16:52,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",1059147"
"2023-03-21 16:52,beabadoobee,10:36,10431"
"2023-03-21 16:55,beabadoobee,10:36,185435"
"2023-03-21 16:56,Phoebe Bridgers,Motion Sickness,32702"
"2023-03-21 16:59,Taylor Swift,Midnight Rain,174783"
"2023-03-21 17:01,Taylor Swift,Vigilante Shit,164616"
"2023-03-21 17:05,Taylor Swift,Bejeweled,194166"
"2023-03-21 17:08,Taylor Swift,Mastermind,190854"
"2023-03-21 17:11,Taylor Swift,Karma,204640"
"2023-03-21 17:13,Taylor Swift,the last great american dynasty,691"
"2023-03-21 17:13,Taylor Swift,august,681"
"2023-03-21 17:13,Taylor Swift,august,0"
"2023-03-21 17:13,beabadoobee,10:36,60741"
"2023-03-21 17:17,Taylor Swift,the last great american dynasty,230017"
"2023-03-21 17:21,Taylor Swift,august,261923"
"2023-03-21 17:24,Taylor Swift,illicit affairs,189823"
"2023-03-21 17:28,Taylor Swift,my tears ricochet,255708"
"2023-03-21 17:32,Taylor Swift,cardigan,239375"
"2023-03-21 17:36,Taylor Swift,Style,230814"
"2023-03-21 17:40,Taylor Swift,Blank Space,231641"
"2023-03-21 17:44,Taylor Swift,Shake It Off,219200"
"2023-03-21 17:47,Taylor Swift,Wildest Dreams (Taylor's Version),220010"
"2023-03-21 17:57,Taylor Swift,Bad Blood,28204"
"2023-03-21 22:55,The Joe Rogan Experience,#1956 - Luke Combs,22569"
"2023-03-21 23:12,The Joe Rogan Experience,#1955 - Cliff Gray,350"
"2023-03-22 02:37,The Joe Rogan Experience,#1958 - Andrew Huberman,1103366"
"2023-03-22 02:58,The Joe Rogan Experience,#1958 - Andrew Huberman,394161"
"2023-03-22 03:05,Taylor Swift,Look What You Made Me Do,15289"
"2023-03-22 03:05,Taylor Swift,Don’t Blame Me,236413"
"2023-03-22 03:10,Taylor Swift,august,261922"
"2023-03-22 03:13,Taylor Swift,illicit affairs,190898"
"2023-03-22 03:17,Taylor Swift,my tears ricochet,255893"
"2023-03-22 03:21,Taylor Swift,cardigan,239560"
"2023-03-22 03:25,Taylor Swift,Style,231000"
"2023-03-22 03:40,Taylor Swift,Blank Space,27056"
"2023-03-22 12:33,The Bill Simmons Podcast,""An NBA Title Mystery, a ‘Historic Scoring” Dilemma, Atlanta’s Woes and  March Madness with Ryen Russillo"",768533"
"2023-03-22 14:17,The Joe Rogan Experience,#1958 - Andrew Huberman,1032236"
"2023-03-22 14:20,Taylor Swift,Lavender Haze,202395"
"2023-03-22 14:23,Taylor Swift,Anti-Hero,122373"
"2023-03-22 18:52,The Joe Rogan Experience,#1958 - Andrew Huberman,323511"
"2023-03-22 20:08,The Joe Rogan Experience,#1958 - Andrew Huberman,143714"
